117,764812,"YLZBUGXNDDSA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
118,2355,"EQVRBLUQ","Professor","Academic","academic",,1992-09-16,,,,,,,"Yes","Update"
119,767146,"IHRBIHRB","Researcher 7","Academic","academic",,2007-04-27,,,,,,,"Yes","Update"
120,770045,"DBOCH","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
121,773666,"EVKNJMJMKY","Associate Vice President","Academic","nonacademic",,2002-10-01,,,,,,,"Yes","Update"
122,774105,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
123,774371,"WSSKOZQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
124,2852,"WSSKOZQ","Associate Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
125,777325,"NZDHJHNWC","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
126,231,"SKDPLVKBRNWDZMQ","Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
127,3700,"GGMQFNVJKKZIQ","Associate Librarian","Academic","nonacademic",,1990-07-01,,,,,,,"Yes","Update"
128,790259,"RSHZNEVIG","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
129,2308,"FOATFCFSFZQ","Professor","Academic","nonacademic",,1997-09-01,,,,,,,"Yes","Update"
130,2308,"NFLIHMPFL","Program Director","Academic","nonacademic",,2015-12-28,,,,,,,,"Update"
131,790934,"GIUBTPAGWFO","Assistant Dean","Academic","nonacademic",,2003-08-18,,,,,,,"Yes","Update"
132,7667,"QWTDIYIJ","Assistant Professor","Academic","academic",,2011-06-30,,,,,,,,"Update"
133,7667,"NFLIHMPFL","Associate Dean","Academic","academic",,2015-04-06,,,,,,,"Yes","Update"
134,791475,"NZDHJHNWC","Adjunct Associate Professor","Academic","nonacademic",,2002-06-17,,,,,,,"Yes","Update"
135,6563,"RYCQQ","Assistant Clinical Specialist","Academic","nonacademic",,2005-01-03,,,,,,,"Yes","Update"
136,4660,"IHRBIHRB","Researcher 7","Academic","academic",,2013-02-01,,,,,,,"Yes","Update"
137,795508,"UGYBLAXO","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
138,795926,"ZXGEOSMA","Lecturer","Academic","academic",,2011-06-20,,,,,,,"Yes","Update"
139,1307,"ZXGEOSMA","Professor","Academic","academic",,2002-08-26,,,,,,,,"Update"
140,797352,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
141,856,"NZDHJHNWC","Associate Professor","Academic","academic",,1987-07-01,,,,,,,"Yes","Update"
142,798832,"HMHPGCBVTZRRE","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
143,801346,"YWGQGROEHP","Researcher 5","Academic","academic",,2011-07-01,,,,,,,"Yes","Update"
144,806215,"NZDHJHNWC","Adjunct Assistant Professor","Academic","nonacademic",,2015-09-14,,,,,,,"Yes","Update"
145,812455,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
146,812510,"UGYBLAXO","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
147,812867,"WKQJSXVXXLS","Extension Professor","Academic","academic",,2013-06-03,,,,,,,"Yes","Update"
148,344,"TGOAWGHVDWH","Professor","Academic","academic",,2007-02-13,,,,,,,"Yes","Update"
149,1574,"WGLMQKYUA","Assistant Professor","Academic","academic",,2011-01-13,,,,,,,"Yes","Update"
150,813434,"BIPTHQRCQ","Researcher 5","Academic","academic",,2015-07-27,,,,,,,"Yes","Update"
151,814576,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
152,814639,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
153,2885,"GKYQFHCA","Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
154,815328,"YLZBUGXNDDSA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
155,815430,"GKYQFHCA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
156,815541,"BNYHQ","Assistant Extension Educator","Academic","academic",,2006-12-01,,,,,,,"Yes","Update"
157,8192,"QVAJDENA","Professor","Academic","academic",,2015-09-04,,,,,,,"Yes","Update"
158,816779,"HMHPGCBVTZRRE","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
159,817548,"EOWCYCHUA","Assistant Professor","Academic","academic",,2001-07-01,,,,,,,"Yes","Update"
160,817912,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
161,818229,"UGYBLAXO","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
162,818641,"NMSBAGX","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
163,818796,"WZOMQIGWBUIAHA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
164,2390,"TGOAWGHVDWH","Professor","Academic","academic",,1989-07-01,,,,,,,"Yes","Update"
165,821426,"NZDHJHNWC","Adjunct Professor","Academic","nonacademic",,2002-06-17,,,,,,,"Yes","Update"
166,822442,"JYOFBQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
167,822453,"USFAQ","Adjunct Assistant Professor","Academic","nonacademic",,2016-03-03,,,,,,,,"Update"
168,1895,"OACSLZDLA","Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
169,823699,"WKQJSXVXXLS","Professor","Academic","academic",,2004-06-14,,,,,,,,"Update"
170,1190,"EHQICO","Professor","Academic","academic",,1999-06-21,,,,,,,"Yes","Update"
171,1190,"EHQICO","Head (With Faculty Rank)","Academic","academic",,2001-06-18,,,,,,,,"Update"
172,824887,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
173,2609,"TGOAWGHVDWH","Professor","Academic","academic",,2004-06-14,,,,,,,"Yes","Update"
174,1055,"NMSBAGX","Professor","Academic","academic",,1991-07-01,,,,,,,"Yes","Update"
175,134,"WSSKOZQ","Professor","Academic","academic",,1996-04-15,,,,,,,"Yes","Update"
176,134,"WSSKOZQ","Head (With Faculty Rank)","Academic","academic",,2002-07-01,,,,,,,,"Update"
177,828305,"ORFJNGKBIR","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
178,1634,"SKDPLVKBRNWDZMQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
179,1634,"IWQPEXLNQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
180,829780,"QWTDIYIJ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
181,2022,"BJNJRKAA","Professor","Academic","academic",,2012-08-15,,,,,,,"Yes","Update"
182,2302,"DQOCEOMZRYIA","Professor","Academic","academic",,2000-07-01,,,,,,,"Yes","Update"
183,832214,"SKDPLVKBRNWDZMQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
184,832238,"CBIHJRCYWWAA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
185,1312,"QETNQMA","Professor","Academic","academic",,1992-07-01,,,,,,,"Yes","Update"
186,3349,"LBZUCPBF","Researcher 6","Academic","nonacademic",,2007-07-31,,,,,,,"Yes","Update"
187,3349,"SKDPLVKBRNWDZMQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-07-20,,,,,,,,"Update"
188,3160,"DBOCH","Professor","Academic","academic",,2011-06-20,,,,,,,"Yes","Update"
189,834669,"NZDHJHNWC","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
190,2105,"NZDHJHNWC","Associate Professor","Academic","academic",,1991-07-01,,,,,,,"Yes","Update"
191,835454,"AUNLTGA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
192,836259,"CBIHJRCYWWAA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
193,837207,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
194,3066,"CBIHJRCYWWAA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
195,201,"KIMELQDECI","Professor","Academic","academic",,2001-06-18,,,,,,,"Yes","Update"
196,837431,"WWASOPJEWHQ","Senior Lecturer","Academic","academic",,2014-01-20,,,,,,,"Yes","Update"
197,1561,"BDNYEHZD","Professor","Academic","academic",,1998-05-01,,,,,,,"Yes","Update"
198,837906,"SFAUDR","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
199,838064,"HXKKAKNMLP","Extension Professor","Academic","academic",,1996-07-01,,,,,,,"Yes","Update"
200,838368,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
201,839751,"JYOFBQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
202,839964,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
203,840097,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
204,840255,"CTQQGHAPAXX","Business/Systems Analyst 4","Academic","nonacademic",,2007-11-12,,,,,,,"Yes","Update"
205,840835,"IGEVIXBI","Senior Lecturer","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
206,840835,"IGEVIXBI","Program Director","Academic","academic",,2006-06-12,,,,,,,,"Update"
207,842570,"QWTDIYIJ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
208,842600,"QWTDIYIJ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
209,842781,"NZDHJHNWC","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
210,845513,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
211,3028,"WGLMQKYUA","Assistant Professor","Academic","academic",,1993-07-01,,,,,,,"Yes","Update"
212,846888,"IKTNYTRWSA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
213,847556,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
214,850546,"OZBKPOEAJF","Senior Lecturer","Academic","academic",,2007-07-31,,,,,,,"Yes","Update"
215,850566,"JYOFBQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
216,2463,"JKFIJBTT","Associate Professor","Academic","academic",,2011-07-01,,,,,,,"Yes","Update"
217,1310,"WSSKOZQ","Professor","Academic","academic",,2009-06-08,,,,,,,"Yes","Update"
218,853814,"TLLIXEDTW","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
219,25,"CHLQIRLFIQQ","Professor","Academic","academic",,2008-08-18,,,,,,,"Yes","Update"
220,854404,"NZDHJHNWC","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
221,2637,"NFWLVHMGRA","Professor","Academic","academic",,2000-06-19,,,,,,,"Yes","Update"
222,855753,"KIMELQDECI","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
223,207,"PYSSKDNSEQHA","Professor","Academic","academic",,1988-07-01,,,,,,,,"Update"
224,207,"UXFTBZXLZ","Director (University-Wide)","Academic","academic",,2016-05-02,,,,,,,"Yes","Update"
225,856612,"YLZBUGXNDDSA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
226,856675,"JWAEAVRQKYQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
227,856706,"QWTDIYIJ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
228,857744,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
229,857755,"YLZBUGXNDDSA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
230,858184,"UGYBLAXO","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
231,858703,"HXKKAKNMLP","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
232,859510,"UGYBLAXO","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
233,859888,"RSHZNEVIG","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
234,861078,"WSSKOZQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
235,1429,"BJNJRKAA","Professor","Academic","academic",,1990-07-01,,,,,,,"Yes","Update"
236,862256,"SKDPLVKBRNWDZMQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
237,863711,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
238,864397,"JYOFBQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
239,864502,"WSSKOZQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
240,866927,"UXFTBZXLZ","Assistant Vice President","Academic","nonacademic",,2006-12-18,,,,,,,"Yes","Update"
241,867208,"QWTDIYIJ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
242,867540,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
243,868871,"QWTDIYIJ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
244,868871,"FOATFCFSFZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
245,868871,"YNLFYZLQA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
246,2658,"RQHKJLUF","Associate Professor","Academic","academic",,1998-08-24,,,,,,,"Yes","Update"
247,1680,"HEABA","Professor","Academic","academic",,2004-08-30,,,,,,,"Yes","Update"
248,1273,"BIPTHQRCQ","Professor","Academic","academic",,1993-07-01,,,,,,,"Yes","Update"
249,2535,"NMSBAGX","Professor","Academic","academic",,1986-07-01,,,,,,,"Yes","Update"
250,1852,"WZOMQIGWBUIAHA","Professor","Academic","academic",,2007-02-20,,,,,,,"Yes","Update"
251,870657,"TLLIXEDTW","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
252,732,"EHQICO","Assistant Professor","Academic","academic",,2005-10-10,,,,,,,"Yes","Update"
253,872241,"IRBSFOQ","Library Program Specialist 1","Academic","nonacademic",,2007-05-22,,,,,,,"Yes","Update"
